bim360_project_id,bim360_account_id,product_key,status,created_at
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,docs,active,2022-08-24 01:58:09.035
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,cost,active,2022-08-24 01:58:09.03
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,takeoff,active,2022-08-24 01:58:09.047
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,build,active,2022-08-24 01:58:09.028
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,modelCoordination,active,2022-08-24 01:58:09.043
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,designCollaboration,active,2022-08-24 01:58:09.033
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,insight,active,2022-08-24 01:58:09.041
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,autoSpecs,active,2023-04-15 03:31:34.955
af8b83a7-47eb-4049-9275-c86b659a4b79,60844ec8-1755-47a1-a106-1cc9a6c26e18,forma,active,2026-02-05 04:00:11.972
